#Types Before Cut: 11091
#Types After Cut: 9674
#Search Hits: 0
957	4	10.622	училище
958	4	10.622	учусь
959	4	10.622	фай
960	4	10.622	физтех
961	4	10.622	финиш
962	4	10.622	фонема
963	4	10.622	фразу
964	4	10.622	фундук
965	4	10.622	хвост
966	4	10.622	хлеб
967	4	10.622	хобби
968	4	10.622	хорватия
969	4	10.622	чгк
970	4	10.622	четырнадцать
971	4	10.622	чуваки
972	4	10.622	чудо
973	4	10.622	шикарно
974	4	10.622	шутки
975	4	10.622	щуку
976	4	10.622	щяс
977	9	10.314	взяли
978	9	10.314	нами
979	9	10.314	хорошая
980	13	10.297	месте
981	13	10.297	пойти
982	7	10.285	вечера
983	7	10.285	вещей
984	7	10.285	единственное
985	7	10.285	женщины
986	7	10.285	километров
987	7	10.285	короткий
988	7	10.285	увидел
989	7	10.285	чисто
990	8	10.200	любовь
991	8	10.200	модель
992	8	10.200	неплохо
993	8	10.200	приехал
994	8	10.200	сто
995	8	10.200	студентов
996	15	10.127	семьи
997	15	10.127	точно
998	85	9.992	можно
999	12	9.873	плане
1000	127	9.685	сейчас
1001	11	9.465	темы
1002	11	9.465	тысячи
1003	11	9.465	хорошие
1004	17	9.281	довольно
1005	13	9.188	рублей
1006	15	9.166	одну
1007	319	9.093	он
1008	19	8.733	вечером
1009	9	8.730	a
1010	9	8.730	зала
1011	9	8.730	папа
1012	9	8.730	руки
1013	12	8.727	недавно
1014	12	8.727	пошли
1015	5	8.486	богу
1016	5	8.486	боюсь
1017	5	8.486	видеть
1018	5	8.486	вниз
1019	5	8.486	голову
1020	5	8.486	грубо
1021	5	8.486	детства
1022	5	8.486	мария
1023	5	8.486	машину
1024	5	8.486	мимо
1025	5	8.486	назывался
1026	5	8.486	недалеко
1027	5	8.486	остановиться
1028	5	8.486	отлично
1029	5	8.486	приходили
1030	5	8.486	прочее
1031	5	8.486	русском
1032	5	8.486	сестра
1033	5	8.486	следующая
1034	5	8.486	стоять
1035	5	8.486	телефон
1036	5	8.486	успела
1037	5	8.486	цветы
1038	8	8.431	людям
1039	8	8.431	номер
1040	8	8.431	обязательно
1041	7	8.219	говорим
1042	7	8.219	знал
1043	7	8.219	настолько
1044	7	8.219	началась
1045	7	8.219	нашем
1046	7	8.219	стоят
1047	7	8.219	точнее
1048	7	8.219	улица
1049	6	8.167	ездил
1050	6	8.167	лучший
1051	6	8.167	рождения
1052	6	8.167	страшно
1053	6	8.167	штук
1054	3	7.966	adv
1055	3	7.966	day
1056	3	7.966	gen
1057	3	7.966	plen
1058	3	7.966	автобусов
1059	3	7.966	автобусы
1060	3	7.966	аж
1061	3	7.966	амаретто
1062	3	7.966	архитектурой
1063	3	7.966	атмосфера
1064	3	7.966	балетную
1065	3	7.966	бар
1066	3	7.966	беби
1067	3	7.966	бедно
1068	3	7.966	бежит
1069	3	7.966	безумно
1070	3	7.966	белорусском
1071	3	7.966	беру
1072	3	7.966	бесполезно
1073	3	7.966	библиофил
1074	3	7.966	благо
1075	3	7.966	блять
1076	3	7.966	болезнь
1077	3	7.966	буквами
1078	3	7.966	бэ
1079	3	7.966	вайновский
1080	3	7.966	вами
1081	3	7.966	вареньем
1082	3	7.966	вдвоем
1083	3	7.966	ведёт
1084	3	7.966	везло
1085	3	7.966	вернули
1086	3	7.966	весна
1087	3	7.966	вечер
1088	3	7.966	взрослый
1089	3	7.966	визы
1090	3	7.966	викинги
1091	3	7.966	вкусно
1092	3	7.966	внизу
1093	3	7.966	вода
1094	3	7.966	возьму
1095	3	7.966	войной
1096	3	7.966	вспомнил
1097	3	7.966	встретила
1098	3	7.966	встретить
1099	3	7.966	встречают
1100	3	7.966	выполняешь
1101	3	7.966	высокодинамичный
1102	3	7.966	геру
1103	3	7.966	геша
1104	3	7.966	гимназия
1105	3	7.966	гитару
1106	3	7.966	глухарь
1107	3	7.966	гм
1108	3	7.966	говард
1109	3	7.966	горбачёва
1110	3	7.966	городке
1111	3	7.966	горы
1112	3	7.966	гравитация
1113	3	7.966	грамм
1114	3	7.966	гуглили
1115	3	7.966	даа
1116	3	7.966	двенадцати
1117	3	7.966	девяностые
1118	3	7.966	девяностых
1119	3	7.966	девятом
1120	3	7.966	девятьсот
1121	3	7.966	деда
1122	3	7.966	декорации
1123	3	7.966	дениса
1124	3	7.966	держи
1125	3	7.966	джи
1126	3	7.966	дизайн
1127	3	7.966	днк
1128	3	7.966	добираться
1129	3	7.966	добрый
1130	3	7.966	доехал
1131	3	7.966	доехало
1132	3	7.966	домики
1133	3	7.966	дочерью
1134	3	7.966	душе
1135	3	7.966	евреев
1136	3	7.966	еле
1137	3	7.966	жалко
1138	3	7.966	женский
1139	3	7.966	женщин
1140	3	7.966	забивается
1141	3	7.966	заговора
1142	3	7.966	задают
1143	3	7.966	залезали
1144	3	7.966	замуж
1145	3	7.966	занимаешься
1146	3	7.966	занимались
1147	3	7.966	затащит
1148	3	7.966	захожу
1149	3	7.966	захотелось
1150	3	7.966	зашёл
1151	3	7.966	звучало
1152	3	7.966	зерно
1153	3	7.966	зубы
1154	3	7.966	играешь
1155	3	7.966	идёте
1156	3	7.966	идёшь
1157	3	7.966	извините
